run,threads,time_ms
1,2,9.101119
2,2,9.208120
3,2,9.175424
4,2,9.152640
5,2,8.818768
6,2,9.084813
7,2,9.291977
8,2,9.462714
9,2,9.217434
10,2,9.527888
