run,threads,time_ms
1,64,13.737295
2,64,13.866529
3,64,14.276493
4,64,13.207030
5,64,14.350470
6,64,13.277017
7,64,14.140591
8,64,14.858797
9,64,13.598900
10,64,14.653046
