run,threads,time_ms
1,1,5.554739
2,1,5.541455
3,1,5.544055
4,1,5.546100
5,1,5.548690
6,1,5.541433
7,1,5.544040
8,1,5.547244
9,1,5.546030
10,1,5.554929
