run,threads,time_ms
1,1,7834.413067
2,1,7803.849567
3,1,7808.064997
4,1,7788.730524
5,1,7807.344597
6,1,7790.271547
7,1,7798.458025
8,1,7824.196309
9,1,7803.308398
10,1,7750.212777
