run,threads,time_ms
1,32,192.076873
2,32,189.976901
3,32,191.394411
4,32,190.744601
5,32,189.003244
6,32,188.781079
7,32,191.323861
8,32,187.562354
9,32,188.870616
10,32,189.680357
