run,threads,time_ms
1,32,176.562697
2,32,177.406024
3,32,176.388156
4,32,174.634114
5,32,173.803341
6,32,175.951935
7,32,176.472005
8,32,175.050616
9,32,175.639536
10,32,176.694095
