run,threads,time_ms
1,32,211.592793
2,32,212.078076
3,32,209.510650
4,32,208.196823
5,32,208.557062
6,32,209.328670
7,32,208.601184
8,32,207.958501
9,32,206.929266
10,32,209.473833
