run,threads,time_ms
1,32,192.850057
2,32,193.896540
3,32,193.101685
4,32,191.869956
5,32,190.429907
6,32,190.915018
7,32,190.479450
8,32,190.537404
9,32,190.633420
10,32,189.220954
